Date,Time of Day,Channel,Revenue,Average Order Size,Conversions,Customer Type,Sales Rep,Business
2023-03-30,Evening,Facebook,50.55,39.96,1,Returning,Jonathan Moss,Glow & Go Studio
2023-07-04,Night,Walk-in,234.11,46.93,6,Returning,Sally Leon,Glow & Go Studio
2023-02-18,Night,Walk-in,372.03,131.19,4,New,James Dickerson,Glow & Go Studio
2023-09-04,Evening,Walk-in,73.78,30.76,0,Returning,Tammy Larson,Glow & Go Studio
2023-09-19,Afternoon,Google Ads,192.7,149.09,2,New,Nicholas Scott,Glow & Go Studio
2023-04-02,Morning,Walk-in,499.33,238.67,7,New,Jesse Brooks,Glow & Go Studio
2023-06-10,Night,Walk-in,463.33,141.33,6,Returning,Andrea Taylor,Glow & Go Studio
2023-09-30,Morning,Walk-in,311.19,67.45,3,New,Christopher Lopez,Glow & Go Studio
2023-09-16,Night,Instagram,294.74,81.08,4,New,Jonathan Swanson,Glow & Go Studio
2023-05-20,Evening,Facebook,256.31,80.08,5,New,Timothy Bentley DVM,Glow & Go Studio
2023-07-22,Evening,Email,68.58,25.92,4,New,John Davidson,Glow & Go Studio
2023-07-02,Afternoon,Walk-in,224.66,46.91,2,Returning,Jennifer Williams,Glow & Go Studio
2023-02-02,Night,Facebook,357.49,79.35,5,New,Janice Cunningham,Glow & Go Studio
2023-06-25,Night,Referral,244.17,81.23,3,Returning,Jeffrey Scott,Glow & Go Studio
2023-12-27,Morning,Facebook,488.16,369.36,12,New,Miranda Hicks,Glow & Go Studio
2023-06-17,Evening,Referral,118.27,40.13,3,New,Michael Horton DDS,Glow & Go Studio
2023-08-18,Morning,Facebook,416.71,85.42,5,New,Nancy Allen,Glow & Go Studio
2023-08-31,Afternoon,Google Ads,371.88,179.71,24,New,Robert Mccoy,Glow & Go Studio
2023-09-22,Night,Facebook,166.04,36.9,2,Returning,Melissa Brewer,Glow & Go Studio
2023-11-04,Night,Email,209.42,47.44,5,New,Jesus Becker,Glow & Go Studio
2023-03-24,Evening,Google Ads,113.55,39.67,2,New,Lance Lynn,Glow & Go Studio
2023-11-02,Evening,Email,253.55,88.53,13,Returning,Alexandria Wise,Glow & Go Studio
2023-10-06,Evening,Referral,58.95,18.78,0,Returning,Sydney Sanders,Glow & Go Studio
2023-03-31,Night,Email,438.61,124.88,5,New,Stephanie Stone,Glow & Go Studio
2023-04-22,Evening,Facebook,130.48,41.46,9,New,Jay Gallegos,Glow & Go Studio
2023-01-04,Morning,Google Ads,479.62,107.09,4,New,Eric Ponce,Glow & Go Studio
2023-12-23,Night,Instagram,12.2,3.34,0,Returning,Janet Parker,Glow & Go Studio
2023-04-19,Evening,Facebook,201.8,41.85,4,Returning,Shawn Luna,Glow & Go Studio
2023-02-20,Evening,Walk-in,379.2,97.8,29,Returning,Mark Frank,Glow & Go Studio
2023-12-30,Evening,Google Ads,364.58,178.81,6,Returning,Charles Goodman,Glow & Go Studio
2023-02-04,Afternoon,Walk-in,436.8,115.2,8,New,Jennifer Parker,Glow & Go Studio
2023-06-11,Morning,Walk-in,409.36,112.11,30,Returning,Dr. April Jones,Glow & Go Studio
2023-12-10,Morning,Referral,205.26,65.81,6,Returning,Kelly Pena,Glow & Go Studio
2023-07-15,Night,Referral,417.73,89.4,7,Returning,Carolyn Brooks,Glow & Go Studio
2023-01-26,Night,Instagram,115.92,94.29,1,New,Christina White,Glow & Go Studio
2023-02-19,Evening,Google Ads,391.15,270.9,10,Returning,Joanne Olsen,Glow & Go Studio
2023-09-14,Morning,Referral,93.22,37.01,0,New,Anthony White,Glow & Go Studio
2023-04-10,Night,Google Ads,44.18,8.97,0,Returning,Deanna Barrera,Glow & Go Studio
2023-10-16,Night,Google Ads,258.76,80.27,3,New,Mark Weber,Glow & Go Studio
2023-05-10,Evening,Referral,379.04,116.05,5,New,Carol Carter,Glow & Go Studio
2023-04-12,Afternoon,Email,28.07,8.92,0,New,Donald Peterson,Glow & Go Studio
2023-10-30,Evening,Referral,307.82,115.12,3,Returning,Karen Chambers,Glow & Go Studio
2023-08-12,Night,Referral,465.09,114.87,12,Returning,Antonio Walton,Glow & Go Studio
2023-05-01,Night,Facebook,404.13,129.31,6,New,Kevin Huerta,Glow & Go Studio
2023-11-22,Evening,Instagram,433.48,287.77,34,New,Joseph Smith,Glow & Go Studio
2023-07-31,Afternoon,Walk-in,407.38,275.66,4,New,Victoria Juarez,Glow & Go Studio
2023-08-09,Night,Facebook,482.95,281.64,21,Returning,Kara Rogers,Glow & Go Studio
2023-08-29,Morning,Instagram,62.9,14.64,3,Returning,Jacob Wu,Glow & Go Studio
2023-06-16,Evening,Facebook,443.93,144.18,4,New,Dr. Teresa Ortega MD,Glow & Go Studio
2023-02-11,Evening,Instagram,247.27,50.92,10,New,Henry Rivera,Glow & Go Studio
2023-07-22,Afternoon,Instagram,155.61,98.44,3,Returning,Jesus Hale,Glow & Go Studio
2023-11-13,Night,Instagram,359.19,86.11,4,Returning,Stacy Taylor,Glow & Go Studio
2023-11-20,Evening,Walk-in,153.21,45.14,3,New,Sheila Ramirez,Glow & Go Studio
2023-03-26,Night,Email,189.86,81.58,2,New,Robin Richardson,Glow & Go Studio
2023-12-29,Afternoon,Facebook,269.42,149.92,6,Returning,Mary Alvarez,Glow & Go Studio
2023-11-20,Evening,Referral,16.79,4.7,0,Returning,Cole Andersen,Glow & Go Studio
2023-02-11,Morning,Email,443.8,107.7,24,New,Robin Smith,Glow & Go Studio
2023-04-03,Evening,Referral,360.54,200.39,5,Returning,Angel Aguirre,Glow & Go Studio
2023-11-28,Afternoon,Google Ads,117.12,47.73,1,New,Jeremy Lawson,Glow & Go Studio
2023-01-11,Afternoon,Facebook,134.89,77.09,1,New,Lonnie Miller,Glow & Go Studio
2023-07-18,Evening,Instagram,80.06,18.18,3,Returning,Timothy Galvan,Glow & Go Studio
2023-12-20,Night,Google Ads,181.66,65.34,6,New,Dr. Susan Navarro,Glow & Go Studio
2023-08-31,Afternoon,Instagram,184.85,65.91,3,New,Cory Thomas,Glow & Go Studio
2023-07-30,Night,Facebook,390.31,192.65,6,New,Laura Vincent,Glow & Go Studio
2023-01-07,Evening,Referral,176.86,47.2,13,New,Bethany Robles,Glow & Go Studio
2023-09-12,Night,Referral,48.86,10.04,0,New,Michael Dunn,Glow & Go Studio
2023-02-16,Night,Instagram,392.65,186.94,7,Returning,Carol Griffin,Glow & Go Studio
2023-08-30,Morning,Facebook,87.19,73.06,1,Returning,Matthew Allen,Glow & Go Studio
2023-05-30,Morning,Referral,262.98,82.04,3,Returning,Paul Keller,Glow & Go Studio
2023-11-22,Night,Facebook,195.44,158.45,2,Returning,Jeffrey Baldwin,Glow & Go Studio
2023-09-25,Evening,Instagram,135.98,37.77,1,New,Timothy Orr,Glow & Go Studio
2023-03-05,Morning,Instagram,334.87,96.66,7,Returning,Connie Scott,Glow & Go Studio
2023-01-10,Night,Google Ads,364.46,90.11,3,Returning,Steven Martinez,Glow & Go Studio
2023-10-21,Night,Instagram,408.4,95.39,4,New,Joseph Swanson,Glow & Go Studio
2023-12-18,Afternoon,Facebook,321.08,84.34,12,Returning,Michael Wiggins,Glow & Go Studio
2023-10-04,Morning,Facebook,368.72,96.56,4,Returning,Pamela Burke,Glow & Go Studio
2023-10-28,Evening,Facebook,410.63,158.41,6,Returning,Jamie Love,Glow & Go Studio
2023-01-13,Morning,Facebook,449.52,170.98,5,New,Jane May,Glow & Go Studio
2023-06-17,Afternoon,Email,371.94,102.53,5,Returning,Savannah Stokes,Glow & Go Studio
2023-11-21,Night,Walk-in,199.1,67.04,2,Returning,Brian Miller,Glow & Go Studio
2023-11-03,Evening,Walk-in,309.27,82.85,4,New,Patrick Pineda,Glow & Go Studio
2023-10-31,Morning,Email,53.91,27.13,1,Returning,Audrey Richardson,Glow & Go Studio
2023-01-08,Night,Google Ads,194.3,80.69,1,Returning,Tiffany Ray,Glow & Go Studio
2023-07-20,Morning,Walk-in,419.95,232.88,5,New,Antonio Nichols,Glow & Go Studio
2023-02-12,Night,Google Ads,277.9,83.43,3,Returning,Veronica Flores,Glow & Go Studio
2023-06-10,Evening,Referral,236.04,71.12,6,Returning,Michael Hogan,Glow & Go Studio
2023-05-01,Morning,Walk-in,40.48,10.17,0,New,Lindsay Walker,Glow & Go Studio
2023-08-06,Night,Google Ads,31.73,10.9,0,New,Joshua Murray,Glow & Go Studio
2023-06-06,Afternoon,Referral,414.8,195.24,8,New,Tommy Hood,Glow & Go Studio
2023-10-23,Morning,Walk-in,397.09,257.95,16,New,Mr. Kyle Thomas DDS,Glow & Go Studio
2023-08-15,Evening,Referral,243.62,195.29,6,Returning,Michele George,Glow & Go Studio
2023-01-08,Afternoon,Email,357.67,101.38,10,Returning,William Martinez,Glow & Go Studio
2023-11-27,Morning,Instagram,327.48,243.43,9,Returning,Michelle Mendoza DVM,Glow & Go Studio
2023-10-21,Afternoon,Facebook,298.53,255.54,3,New,Michael Bennett DVM,Glow & Go Studio
2023-11-06,Night,Facebook,385.75,90.6,12,New,Ronald Clark,Glow & Go Studio
2023-11-29,Evening,Facebook,298.8,127.61,4,New,Rita Graves,Glow & Go Studio
2023-10-02,Morning,Google Ads,445.35,95.44,4,Returning,Sean White,Glow & Go Studio
2023-11-18,Afternoon,Walk-in,215.49,97.49,6,New,Mr. William Hopkins,Glow & Go Studio
2023-12-12,Afternoon,Google Ads,328.12,73.16,7,New,Wendy Kelley,Glow & Go Studio
2023-03-01,Night,Email,463.84,167.67,6,Returning,Michael Mooney,Glow & Go Studio
2023-10-22,Afternoon,Walk-in,132.95,61.27,3,New,Jeanne Rose,Glow & Go Studio
2023-05-10,Morning,Google Ads,103.04,34.08,4,Returning,Michael Lee,Glow & Go Studio
2023-09-05,Morning,Referral,209.32,183.3,2,New,Jennifer Anderson,Glow & Go Studio
2023-05-21,Evening,Walk-in,33.81,7.59,0,New,Lauren Trujillo,Glow & Go Studio
2023-09-11,Afternoon,Email,353.32,89.64,19,New,Michelle Ellis,Glow & Go Studio
2023-04-07,Evening,Email,197.12,46.61,10,Returning,Chad Dominguez,Glow & Go Studio
2023-10-04,Evening,Referral,426.73,186.92,5,Returning,Charles Robinson,Glow & Go Studio
2023-03-24,Afternoon,Instagram,77.59,25.94,1,Returning,Nancy Smith,Glow & Go Studio
2023-11-07,Morning,Instagram,284.06,153.07,2,New,Laura Gregory,Glow & Go Studio
2023-02-28,Morning,Referral,218.48,57.18,5,New,Brittany Clements MD,Glow & Go Studio
2023-01-10,Evening,Referral,170.97,105.85,1,Returning,Tammy Davis,Glow & Go Studio
2023-05-24,Evening,Facebook,335.74,256.85,3,New,Catherine Williams,Glow & Go Studio
2023-03-06,Morning,Email,48.41,19.9,1,New,Miss Leslie Booker,Glow & Go Studio
2023-07-10,Afternoon,Facebook,97.68,73.77,1,New,Jennifer Johnson,Glow & Go Studio
2023-08-10,Afternoon,Email,136.88,45.18,1,New,John Watts,Glow & Go Studio
2023-03-03,Afternoon,Facebook,263.46,148.32,9,Returning,Marissa Bennett,Glow & Go Studio
2023-12-11,Night,Email,448.95,120.47,12,New,Rebecca Barrett,Glow & Go Studio
2023-12-21,Evening,Instagram,395.47,85.72,5,New,Sharon Santos,Glow & Go Studio
2023-03-24,Afternoon,Instagram,92.56,76.67,4,New,Matthew Richardson,Glow & Go Studio
2023-06-18,Night,Google Ads,318.49,254.71,11,New,Bradley Burns,Glow & Go Studio
2023-03-22,Evening,Instagram,354.12,147.65,3,New,Katrina Johnson,Glow & Go Studio
2023-03-21,Afternoon,Google Ads,294.36,267.97,3,New,Laura Hill,Glow & Go Studio
2023-10-15,Morning,Google Ads,274.94,116.6,4,New,Rebecca White,Glow & Go Studio
2023-02-12,Night,Google Ads,13.62,12.31,0,New,Mr. Jeffrey Duncan,Glow & Go Studio
2023-04-09,Night,Instagram,439.54,233.63,10,New,Arthur Stout,Glow & Go Studio
2023-12-06,Night,Walk-in,425.59,114.73,7,Returning,Cathy Hess,Glow & Go Studio
2023-07-05,Morning,Walk-in,433.27,103.09,12,New,Justin Herrera,Glow & Go Studio
2023-10-28,Evening,Email,364,110,6,Returning,Katherine Stone,Glow & Go Studio
2023-10-10,Morning,Instagram,186.48,39.09,3,New,Michelle Tyler,Glow & Go Studio
2023-08-02,Night,Google Ads,149.55,60.03,2,Returning,Paul Sheppard,Glow & Go Studio
2023-10-02,Night,Email,443.82,102.44,31,Returning,Catherine George,Glow & Go Studio
2023-09-30,Afternoon,Google Ads,30.94,19.37,0,Returning,Justin Mcbride,Glow & Go Studio
2023-01-04,Afternoon,Instagram,53.95,49.5,2,Returning,Carl Harris,Glow & Go Studio
2023-08-05,Evening,Referral,125.22,38.22,2,New,Justin York,Glow & Go Studio
2023-04-19,Night,Facebook,270.91,64.18,2,New,William Hunter,Glow & Go Studio
2023-01-03,Evening,Email,414.11,129.04,7,Returning,Joshua Henderson,Glow & Go Studio
2023-07-06,Afternoon,Walk-in,146.75,41.57,2,Returning,April Turner,Glow & Go Studio
2023-11-02,Night,Instagram,75.95,23.79,1,New,Kelly Patton,Glow & Go Studio
2023-10-28,Morning,Facebook,249.22,164.65,19,Returning,Jill Ray,Glow & Go Studio
2023-05-15,Night,Facebook,116.44,73.39,3,New,Kelly Andersen,Glow & Go Studio
2023-08-04,Morning,Facebook,285.6,78.36,4,New,Joshua Clark,Glow & Go Studio
2023-02-26,Evening,Walk-in,10.33,2.46,0,New,Robert Young,Glow & Go Studio
2023-07-09,Evening,Walk-in,233.01,79.42,3,New,Elijah Wall,Glow & Go Studio
2023-08-13,Evening,Email,189.16,38.17,2,Returning,Lindsey Robinson,Glow & Go Studio
2023-07-12,Evening,Walk-in,485.48,106.51,11,New,Carl Dean,Glow & Go Studio
2023-02-07,Afternoon,Google Ads,420.04,114.69,7,New,David James,Glow & Go Studio
2023-07-27,Afternoon,Facebook,445.58,311.26,10,New,Jennifer Miller,Glow & Go Studio
2023-06-19,Morning,Facebook,135.77,34.2,2,New,Jeffery Neal,Glow & Go Studio
2023-12-14,Evening,Instagram,11.52,4.25,0,Returning,Andrea Oconnor,Glow & Go Studio
2023-07-22,Night,Instagram,152.51,31.13,1,New,Melissa Lee MD,Glow & Go Studio
2023-03-09,Afternoon,Email,388.07,80.99,4,New,Samantha Jacobs,Glow & Go Studio
2023-10-21,Morning,Email,306.4,73.86,25,Returning,Christian Riddle,Glow & Go Studio
2023-04-27,Night,Instagram,207.85,139.28,2,Returning,Alexander Munoz,Glow & Go Studio
2023-12-03,Afternoon,Walk-in,444.37,170.07,11,Returning,Caleb Rodriguez,Glow & Go Studio
2023-12-10,Morning,Google Ads,330.9,85.54,6,Returning,Andrea Bowman,Glow & Go Studio
2023-11-29,Morning,Email,236.74,71.33,2,Returning,Gavin Nelson,Glow & Go Studio
2023-10-13,Afternoon,Instagram,355.75,83.43,14,New,Courtney Smith,Glow & Go Studio
2023-09-18,Evening,Email,276.16,57.5,4,Returning,Wayne Gray,Glow & Go Studio
2023-02-04,Afternoon,Walk-in,466.21,116.59,10,Returning,Timothy Thompson,Glow & Go Studio
2023-11-17,Morning,Google Ads,479.41,179.4,13,New,Elizabeth Nicholson,Glow & Go Studio
2023-07-03,Afternoon,Instagram,400.18,82.4,4,New,Joseph Graves PhD,Glow & Go Studio
2023-02-26,Morning,Facebook,347.55,73.42,7,Returning,Lisa Mosley,Glow & Go Studio
2023-11-16,Evening,Google Ads,317.54,109.83,15,Returning,Travis Price,Glow & Go Studio
2023-12-17,Morning,Referral,316.69,77.12,6,Returning,Patrick Faulkner,Glow & Go Studio
2023-10-15,Morning,Referral,436.14,111.52,4,Returning,Linda Atkinson,Glow & Go Studio
2023-05-20,Afternoon,Google Ads,296.08,65.97,3,Returning,Cameron Smith,Glow & Go Studio
2023-05-25,Night,Referral,188.46,67.46,11,Returning,Brittney Martinez,Glow & Go Studio
2023-07-12,Evening,Google Ads,483.55,257.79,33,New,Nicolas Brown,Glow & Go Studio
2023-05-14,Evening,Google Ads,476.62,117.8,9,New,Vanessa Zimmerman,Glow & Go Studio
2023-08-04,Night,Email,347.74,109.19,4,New,Lee Mann,Glow & Go Studio
2023-10-11,Evening,Referral,113.15,43.55,7,New,William Lindsey,Glow & Go Studio
2023-11-30,Night,Instagram,230.92,130.93,8,Returning,Desiree Patterson,Glow & Go Studio
2023-02-15,Afternoon,Walk-in,139.15,32.23,2,Returning,Sierra Cervantes,Glow & Go Studio
2023-01-27,Night,Google Ads,58,29.17,1,New,Scott Meza,Glow & Go Studio
2023-03-30,Night,Facebook,364.15,233.77,4,New,Erik Davis,Glow & Go Studio
2023-02-20,Night,Walk-in,259.52,109.44,6,Returning,Nicholas Duffy,Glow & Go Studio
2023-05-07,Afternoon,Facebook,222.22,125.76,3,Returning,Anthony Paul,Glow & Go Studio
2023-01-18,Evening,Google Ads,76.78,24.52,0,Returning,Katherine Baxter,Glow & Go Studio
2023-10-05,Morning,Google Ads,142.22,30.25,6,New,Jessica Romero,Glow & Go Studio
2023-11-30,Night,Google Ads,418.64,159.81,7,Returning,Karen Robertson,Glow & Go Studio
2023-02-01,Afternoon,Walk-in,443.02,347.54,7,Returning,Dr. Melissa Sullivan DDS,Glow & Go Studio
2023-11-10,Evening,Referral,133.73,76.27,2,Returning,Nichole Klein,Glow & Go Studio
2023-12-10,Night,Email,56.98,37.1,1,New,Nicole Sanchez,Glow & Go Studio
2023-10-25,Morning,Referral,424.35,96.33,23,Returning,Tiffany Morrow,Glow & Go Studio
2023-03-03,Night,Walk-in,265.01,127.92,15,Returning,Kelsey Lynch,Glow & Go Studio
2023-11-18,Afternoon,Referral,285.98,62.06,4,Returning,Traci Craig,Glow & Go Studio
2023-08-31,Morning,Instagram,237.76,88.08,3,New,Kelly Walker,Glow & Go Studio
2023-05-18,Night,Walk-in,329.08,106.06,4,New,Ryan Palmer,Glow & Go Studio
2023-11-04,Night,Email,286.93,94.25,2,New,Jenny Gray,Glow & Go Studio
2023-01-27,Night,Walk-in,16.74,3.65,0,Returning,Brian Sloan,Glow & Go Studio
2023-10-12,Morning,Instagram,53.86,25.22,1,New,Joshua Miranda,Glow & Go Studio
2023-05-21,Afternoon,Email,101.4,44.14,2,New,Edwin Carter,Glow & Go Studio
2023-12-22,Night,Instagram,158.59,46.28,1,New,Oscar Carroll,Glow & Go Studio
2023-11-10,Evening,Google Ads,314.13,167.8,3,Returning,Eric Fitzpatrick,Glow & Go Studio
2023-01-14,Night,Facebook,423.55,95.82,5,Returning,Samantha Johnson,Glow & Go Studio
2023-11-29,Afternoon,Email,212.97,129.29,2,Returning,Luke Freeman,Glow & Go Studio
2023-05-11,Night,Facebook,485.84,345.15,15,New,Luis Murphy,Glow & Go Studio
2023-07-20,Afternoon,Walk-in,180.56,70.31,1,New,Aaron Zamora,Glow & Go Studio
2023-10-31,Night,Email,318.9,72.52,4,New,Henry Garcia,Glow & Go Studio
2023-04-15,Evening,Facebook,99.46,31.56,2,New,Bradley Robertson Jr.,Glow & Go Studio
2023-02-11,Afternoon,Walk-in,252.05,143.77,4,Returning,John Moore,Glow & Go Studio
2023-08-02,Night,Referral,181.65,37.99,2,Returning,Courtney Foster,Glow & Go Studio
2023-03-19,Evening,Facebook,314.64,131.26,3,New,Jeffrey White,Glow & Go Studio
2023-07-24,Afternoon,Email,90.83,36.63,1,Returning,Ashley Gonzales,Glow & Go Studio
2023-02-09,Morning,Walk-in,235.58,138.47,2,New,Candice Gomez,Glow & Go Studio
2023-12-24,Morning,Walk-in,404.03,183.99,12,Returning,Ian Harrell,Glow & Go Studio
2023-08-28,Afternoon,Instagram,484.99,311.86,5,Returning,Colton Williams,Glow & Go Studio
2023-12-10,Night,Email,398.86,103.86,4,Returning,Patrick Santana,Glow & Go Studio
2023-03-12,Evening,Instagram,203.29,84.06,4,New,Cristian Mendoza,Glow & Go Studio
2023-09-22,Morning,Google Ads,318.18,143.98,18,Returning,Deborah Fisher,Glow & Go Studio
2023-12-03,Night,Email,256.22,77.18,5,Returning,Rebecca Klein,Glow & Go Studio
2023-04-20,Afternoon,Facebook,302.89,72.27,8,Returning,Phillip Macias,Glow & Go Studio
2023-01-09,Morning,Google Ads,314.75,84.34,4,Returning,Tammy Cameron,Glow & Go Studio
2023-03-13,Night,Instagram,144.64,36.65,1,New,Brian Rodriguez,Glow & Go Studio
2023-01-09,Evening,Instagram,350.05,80.17,4,New,Christopher Porter,Glow & Go Studio
2023-02-28,Night,Instagram,156.88,115.89,2,New,Cynthia Gregory,Glow & Go Studio
2023-11-06,Afternoon,Google Ads,428.32,86.34,4,Returning,William Mclaughlin,Glow & Go Studio
2023-04-10,Morning,Walk-in,338.15,248.29,4,Returning,Dylan Tucker,Glow & Go Studio
2023-04-17,Morning,Email,486.78,115.09,24,Returning,Danielle Hernandez,Glow & Go Studio
2023-09-01,Night,Walk-in,94.38,73.1,1,New,Danielle Wang,Glow & Go Studio
2023-05-11,Evening,Facebook,62.88,28.1,3,Returning,Wendy Wright,Glow & Go Studio
2023-08-15,Afternoon,Google Ads,486.37,128.76,19,Returning,Christina Mccarthy,Glow & Go Studio
2023-11-19,Night,Google Ads,28.37,21.8,0,Returning,Meredith Shaw,Glow & Go Studio
2023-01-15,Afternoon,Referral,19.95,4.02,0,Returning,Willie Garza,Glow & Go Studio
2023-11-27,Morning,Referral,493.87,159.81,16,Returning,Crystal Anderson,Glow & Go Studio
2023-07-11,Evening,Google Ads,58.54,22.66,0,New,William Hickman,Glow & Go Studio
2023-01-15,Evening,Facebook,44.7,20.6,0,New,Luis Davis,Glow & Go Studio
2023-12-07,Night,Google Ads,228.14,66.42,3,New,Jason Torres,Glow & Go Studio
2023-11-15,Evening,Google Ads,34.67,13.62,0,New,Crystal Rogers,Glow & Go Studio
2023-11-21,Afternoon,Google Ads,163.25,71.77,1,New,Jordan Schneider,Glow & Go Studio
2023-06-30,Night,Walk-in,53.98,19.08,1,Returning,Derrick Ramirez,Glow & Go Studio
2023-06-18,Morning,Instagram,208.12,158.81,9,Returning,Jason Flores,Glow & Go Studio
2023-10-27,Afternoon,Google Ads,316.28,82.86,12,Returning,Andrew Williams,Glow & Go Studio
2023-06-03,Afternoon,Facebook,481.81,294.47,7,Returning,Christy Kennedy,Glow & Go Studio
2023-01-17,Morning,Facebook,242.76,88.01,7,New,Ashlee Lopez,Glow & Go Studio
2023-09-16,Morning,Walk-in,215.8,190.68,3,Returning,Heidi Torres,Glow & Go Studio
2023-09-21,Evening,Facebook,411.13,91.12,6,Returning,Adam Arnold,Glow & Go Studio
2023-01-10,Evening,Walk-in,299.6,95.39,18,New,Erin Figueroa,Glow & Go Studio
2023-09-18,Evening,Referral,163.49,72.51,4,New,Richard Rice,Glow & Go Studio
2023-07-06,Night,Facebook,298.85,70.05,6,New,Matthew Clark,Glow & Go Studio
2023-06-27,Afternoon,Email,371.8,103.69,5,Returning,Stephen Anderson,Glow & Go Studio
2023-05-28,Evening,Email,136.53,62.81,10,New,Barbara Willis,Glow & Go Studio
2023-04-21,Night,Walk-in,495.52,160.61,6,New,Martha Lee,Glow & Go Studio
2023-02-27,Evening,Instagram,361.9,74.71,9,Returning,Tammy Jones,Glow & Go Studio
2023-10-06,Morning,Instagram,488.03,182.91,5,Returning,Grace Swanson,Glow & Go Studio
2023-05-02,Evening,Referral,27.56,6.04,2,Returning,Christina Le MD,Glow & Go Studio
2023-05-10,Night,Walk-in,495.72,137.48,5,New,Joshua King,Glow & Go Studio
2023-09-21,Evening,Email,430.42,142.68,8,New,Sarah Meadows,Glow & Go Studio
2023-09-17,Afternoon,Facebook,100.49,52.56,2,Returning,Stephanie West,Glow & Go Studio
2023-06-30,Evening,Email,244.01,53.59,4,Returning,Susan Jones,Glow & Go Studio
2023-06-16,Morning,Email,352.64,290.92,13,New,Timothy Gordon,Glow & Go Studio
2023-09-28,Morning,Instagram,383.11,352,6,Returning,Kyle Horton,Glow & Go Studio
2023-01-10,Afternoon,Google Ads,43.2,16.43,1,Returning,Angel Knight,Glow & Go Studio
2023-07-23,Evening,Email,343.86,81.54,3,New,Melissa Yang,Glow & Go Studio
2023-09-27,Evening,Instagram,317.91,112.32,19,Returning,Michael Berg,Glow & Go Studio
2023-05-08,Afternoon,Referral,12.03,4,0,New,Carol Christensen,Glow & Go Studio
2023-05-07,Evening,Facebook,382.91,265.81,18,Returning,Richard Morales,Glow & Go Studio
2023-07-01,Afternoon,Facebook,342.2,134.8,11,Returning,Clinton Moore,Glow & Go Studio
2023-11-13,Night,Facebook,344.62,70.06,4,New,Michael Suarez,Glow & Go Studio
2023-08-06,Night,Instagram,251.09,64.46,3,Returning,Joy Zimmerman,Glow & Go Studio
2023-08-12,Afternoon,Walk-in,401.86,254.82,15,Returning,Elizabeth Robinson,Glow & Go Studio
2023-12-25,Night,Email,26.15,5.24,0,New,Kristen Jackson,Glow & Go Studio
2023-07-31,Night,Walk-in,156.7,68.22,3,Returning,David Williams,Glow & Go Studio
2023-03-03,Morning,Instagram,460.09,291.96,6,New,Stephen Ho,Glow & Go Studio
2023-03-16,Evening,Instagram,207.77,85.48,10,Returning,Richard Day,Glow & Go Studio
2023-12-21,Morning,Facebook,194.69,51.44,8,Returning,Rodney Nichols,Glow & Go Studio
2023-06-05,Afternoon,Instagram,102.31,95.94,1,New,Gregory Jacobs,Glow & Go Studio
2023-01-17,Night,Walk-in,23.24,6.02,0,Returning,Bradley Thornton,Glow & Go Studio
2023-09-01,Morning,Email,404.93,94.27,31,New,Miranda Ortiz,Glow & Go Studio
2023-11-27,Afternoon,Facebook,284.69,100.82,3,New,Erika Brown,Glow & Go Studio
2023-06-15,Morning,Google Ads,334.74,134.57,4,New,Samantha Robinson,Glow & Go Studio
2023-02-05,Afternoon,Google Ads,480.22,177.74,5,Returning,Cassandra Bonilla,Glow & Go Studio
2023-09-02,Morning,Google Ads,290.11,79.35,7,New,Veronica Osborne,Glow & Go Studio
2023-11-04,Night,Google Ads,328.58,87.61,6,Returning,Ashley Reese,Glow & Go Studio
2023-08-26,Evening,Referral,462.5,128.62,6,New,Matthew Berg,Glow & Go Studio
2023-06-24,Afternoon,Instagram,341.24,105.28,6,Returning,Kristen Montoya,Glow & Go Studio
2023-02-15,Afternoon,Google Ads,238.34,87.43,4,New,Derrick Perkins,Glow & Go Studio
2023-03-05,Morning,Instagram,378.57,77.44,6,New,Nicole Moore,Glow & Go Studio
2023-11-29,Evening,Facebook,305.97,246.44,6,Returning,Nicholas Richardson,Glow & Go Studio
2023-07-24,Morning,Email,367.74,104.32,5,Returning,Anna White,Glow & Go Studio
2023-09-21,Afternoon,Email,194.74,66.79,2,New,Scott Lopez,Glow & Go Studio
2023-06-13,Morning,Instagram,18.35,4.7,0,Returning,Nicholas Holland Jr.,Glow & Go Studio
2023-07-14,Night,Referral,455.36,301.93,17,New,Christopher Long,Glow & Go Studio
2023-12-27,Night,Referral,88.96,30.84,3,Returning,Andrea Jones,Glow & Go Studio
2023-08-31,Morning,Referral,378.17,100.13,4,Returning,Terry Waller,Glow & Go Studio
2023-12-20,Night,Instagram,85.42,34.39,1,New,Joseph Acosta,Glow & Go Studio
2023-07-08,Evening,Facebook,70.37,22.79,1,New,Lindsey Gray,Glow & Go Studio
2023-01-22,Evening,Referral,342.6,121.49,10,New,Ronald Hines,Glow & Go Studio
2023-01-28,Night,Referral,314.47,98.21,5,Returning,Amanda Wright,Glow & Go Studio
2023-12-01,Night,Google Ads,112.79,23.92,6,Returning,Charles Burton,Glow & Go Studio
2023-04-18,Night,Facebook,428.84,196.47,5,Returning,Vincent Rosario,Glow & Go Studio
2023-07-16,Morning,Facebook,40.55,9.62,0,New,Noah Morgan,Glow & Go Studio
2023-07-15,Afternoon,Facebook,13.62,10.48,0,Returning,Christina Castillo,Glow & Go Studio
